4rk2/R7/8/3b4/p6R/2b3PP/5P2/6K1 w - - 6 38,h4a4 e8e1 g1h2 e1h1,555
6k1/1pK3p1/3P4/5R1p/1P6/P6P/2r2p2/8 w - - 2 49,c7d8 g7g6 f5f3 g6g5,2057
3R4/ppp3rk/5Q2/8/2q5/5P2/1P1R2Pr/5K2 w - - 6 34,f1f2 g7g2 f2e3 g2e2 d2e2 h2e2,2073
k6r/P2r1pp1/2q5/B1b1n3/3p1P2/3P2Pp/2P1Q2P/RR4K1 w - - 0 31,e2e5 c6g2,691
3rr1k1/4ppbp/pp1p4/3P2R1/P1P3b1/1PN3P1/1B1R2K1/8 b - - 1 32,g4d7 c3e4 f7f6 e4f6 e7f6 b2f6,1783
r3r1k1/1p3p2/pq3Rp1/1bNp2Q1/3p4/P5R1/1P4PP/6K1 w - - 0 27,f6b6 e8e1 g1f2 e1f1,1456
4r1k1/2p2pp1/1p5p/3P4/3Q4/3B2P1/3q1PKP/8 b - - 7 34,e8d8 d3h7 g8h7 d4d2,1054
8/8/4pk1p/ppr2pp1/3R4/P1P2PP1/1P2K2P/8 b - - 0 35,c5d5 d4d5 e6d5 e2e3 f6e5 f3f4,2583
r1N1k2r/1p1n1p2/1q4p1/1Bb1p2p/4n2P/4BN2/2P2PP1/R2Q1K1R b kq - 0 16,a8a1 b5d7 e8d8 d1a1,1989
r4rk1/pp3p1p/1qp1bBpb/2n4P/8/3P1Q2/PPP2PP1/2K1RBNR w - - 1 15,c1b1 e6a2 b1a2 b6a5 a2b1 a5e1,1977
1r1qr1k1/p1p2ppp/5b2/3p4/4n3/1P3Q1P/P2NRPP1/2B1R1K1 b - - 1 21,e4g5 e2e8 d8e8 e1e8,810
5rkr/p6p/1pp1Qbp1/2q3p1/8/2P5/P4PPP/3RR1K1 b - - 3 27,g8g7 d1d7 f6e7 d7e7 c5e7 e6e7,1435
6k1/4r1P1/8/4BP2/5K2/8/8/8 b - - 2 63,e7e5 f4e5 g8g7 e5e6 g7f8 e6f6,1663
7k/8/2p1p3/1pPpP2p/pP6/P2P3P/1B2n3/7K w - - 0 41,h1g2 e2f4 g2f3 f4d3,871
1n6/RP2K2k/1r2p1p1/8/5P2/6P1/8/8 b - - 4 56,h7g7 e7d8 b8c6 d8c7 b6b7 a7b7,1725
1r3rk1/p5pp/1qp5/3Rp3/8/PPQ5/2P2PPP/4R1K1 w - - 1 21,d5e5 b6f2 g1h1 f2f1 e1f1 f8f1,1186
Q7/5ppk/5q1p/4rN1R/2P3P1/pP2P3/K7/8 w - - 10 45,a8f8 e5f5 h5h2 f5f1,2271
4r3/8/P6p/2R2P2/1P3k2/2P5/5r2/2K3R1 w - - 3 48,g1g6 e8e1,1085
2r3k1/pp1q1p1p/4p1p1/8/4B3/P7/1P3PPP/3R2K1 w - - 0 24,d1d7 c8c1 d7d1 c1d1,744
5r2/p2pbN1Q/1k3qp1/1p4p1/4R3/2PP4/PP3PPP/R5K1 w - - 2 22,f7e5 f6f2 g1h1 f2f1 a1f1 f8f1,886
rnbq1rkb/ppp1pp1n/7P/3p2p1/3P4/2PBPN2/PP3PP1/RN1QK2R b KQ - 4 11,f7f6 d3h7,1033
2r2rk1/pp4pp/1n2b3/3p4/3Qp3/1P4P1/PB2qPBP/R4RK1 b - - 1 20,e2g4 g2h3 f8f7 h3g4,1826
8/6Rp/k1r5/p4P2/P2pn1P1/8/4p2P/1R5K w - - 4 40,g7g8 c6b6 b1e1 d4d3,2237
8/2r2pkp/p4Qp1/1q6/1P6/7P/2r3P1/4RR1K b - - 9 34,g7h6 f1f4 c2c4 e1e5 b5e5 f6e5,2702
r1bq1rk1/1p2bppp/4p3/pB6/P2pnP2/7P/1PP1N1P1/R1BQ1RK1 w - - 0 14,d1d4 e7c5 d4c5 e4c5,1385
1k6/1b3pp1/pB1R4/1p2p1P1/1n2P3/1N1K1P2/PPP4r/8 w - - 3 27,d3c3 h2c2 c3b4 c2c4 b4a3 c4a4,1728
8/8/1p1r4/p1p2k2/P1P5/1PP4P/4KN2/8 b - - 6 50,f5g5 f2e4 g5f4 e4d6,636
5r2/4Qpk1/6p1/qp1p1bNn/3P3P/pPr2P2/P3N3/K2R2R1 b - - 3 27,a5c7 g5e6 f5e6 g1g6 g7h7 g6h6 h7h6 e7g5 h6h7 g5h5,2427
r2qk1nr/ppp2ppp/2np4/8/3PP1b1/5N2/P1P2PPP/R1BQKB1R w KQkq - 1 8,c1g5 g4f3 g5d8 f3d1,1256
2r5/8/p7/3R2pk/1P3pp1/8/PP3PKP/8 w - - 0 34,a2a4 f4f3 g2g3 c8c1 h2h3 c1g1 g3h2 g1g2,2290
2k2n2/1p4r1/p2p3p/2pPp3/2PnR3/2N5/PP2N1PP/6K1 w - - 0 25,e4h4 d4f3 g1h1 f3h4,1440
r1b1r1k1/pp3ppp/8/2pq4/1nNPn3/1P3N1P/P3BPP1/RQ2R1K1 w - - 0 17,d4c5 d5c5 c4e3 e4f2,2665
r4rk1/4pp2/p6Q/1p1n2p1/2p3P1/2P2R2/PP2q1P1/R6K b - - 0 30,e2e5 f3f5 e5f5 g4f5,1883
2r3k1/2r2ppp/PpP1pq2/3p4/P2P4/5N1P/2Q2PP1/2R3K1 b - - 0 24,c7c6 c2c6 c8c6 c1c6,849
8/5p2/1p1k4/4pKP1/P2n2P1/3R4/8/8 w - - 2 49,d3d4 e5d4 g5g6 f7g6 f5e4 d6c5,1242
r1b2rk1/ppq1bpp1/1npp1n1p/8/3PNP2/2PB1Q1N/PP4PP/R1B1R1K1 b - - 5 12,c8g4 e4f6 e7f6 f3g4,1253
8/1p6/1p1pN2k/1P1Pn3/P1PK1p2/8/8/8 b - - 1 61,h6h5 e6f4 h5g5 f4e6 g5f6 e6d8 f6e7 d8b7,1701
3k1r2/ppq5/2pb4/3p2p1/PP1P3p/2P1P3/2Q3PP/R3B1K1 w - - 1 23,h2h3 d6h2 g1h1 f8f1,799
1r3r2/5qbk/Rp1p2np/2pNp1p1/1PP1P3/3P2Pb/2QB3P/4R1KB w - - 1 25,d2e3 f7f1 e1f1 f8f1,556
8/8/5k2/1pp4p/5K1P/PP6/8/8 b - - 0 35,c5c4 b3c4,878
8/3b2r1/k6p/p4p2/4pr2/P5R1/1R3P1N/7K b - - 3 39,g7g3 f2g3 f4f3 h2f3,895
1r3b2/2p1kp2/1qBp1n1p/1N1PP3/2P2p2/1P6/P4P2/R3RK2 b - - 0 27,d6e5 e1e5 e7d8 a1e1 b6c6 d5c6,1674
1r2r1k1/2p2ppp/p7/2pn4/Q7/P1PP1qBP/1P3P2/1R3RK1 w - - 0 20,a4c6 e8e6 c6e6 f7e6,1824
r6k/5R1p/5p1P/4pP2/8/2nB4/5PP1/5K2 w - - 0 31,f7f6 a8a1 d3b1 a1b1,594
r3k1nr/ppp2ppp/3p4/2P5/4P1b1/5N2/PB2QPPP/1q3RK1 b kq - 1 12,g4f3 e2b5 c7c6 b5b7,2054
8/p5pp/1p1RPk2/2p5/P4p2/1P3PbK/4r1P1/1R6 w - - 3 45,d6d7 e2e5 d7f7 f6g6 f7f4 g3f4,2210
8/2q4p/p3R1pk/1p1pRN2/1n1P2P1/5P2/Pr5P/2rQ2K1 b - - 1 35,h6g5 h2h4 g5f4 e5e4 d5e4 e6e4,1833
r1bq1rk1/p3bpp1/2p1p2p/3p2NQ/2B4P/4B3/PPP2PP1/R4RK1 b - - 1 13,h6g5 c4d3 f7f5 h4g5,1915
3qr1k1/1r1nbpp1/p1p4p/3p4/N1p5/BP1P1Q1P/P1P2PP1/R3R1K1 w - - 0 19,d3c4 e7a3 e1e8 d8e8,1168
r4rk1/5pp1/pqnNp2p/1p6/5P1b/1B5P/PP2Q1P1/2R2R1K b - - 0 19,a8d8 d6f7 c6d4 f7h6 g7h6 e2g4 g8h7 g4h4,2113
1r6/R4p2/4p1qk/7p/3P1QpP/6N1/5PPK/1r6 b - - 0 43,h6h7 a7f7 h7g8 f7f6,1757
5rk1/6pp/pqP1R3/3Q4/8/8/P4rPP/R5K1 w - - 1 22,e6e8 f2f7 g1h1 f8e8,1282
k4r2/1p2b3/q4n2/6Q1/3Bp2p/1P6/P4PPP/2R3K1 b - - 0 35,a6e2 g5g7 f8b8 g7e7,2348
r4rk1/1p3ppp/p1n1b3/2NpP3/3P4/P1qB3P/5PP1/2RQ1RK1 b - - 6 18,c3d4 c5e6 f7e6 c1c6 d4d3 d1d3,1728
1r4k1/5ppp/2P1p3/4P3/PpR2P2/1P3b2/7P/6K1 b - - 1 33,f3d5 c6c7 b8c8 c4b4 g8f8 b4b8,1563
3r4/R3bp2/4p1k1/4P1p1/1Pp1NnP1/5rK1/2R2P2/8 w - - 0 36,g3f3 d8d3,685
r2qk1r1/pbppbp2/1pP1pn2/8/2P5/1P2Pp2/PB2B1PP/RN1Q1RK1 w q - 0 13,c6b7 g8g2 g1h1 f3e2,1933
6k1/q6p/6p1/4Bp2/P7/7P/2r1bPPN/R1R3K1 b - - 9 35,c2d2 c1c8 g8f7 c8c7 a7c7 e5c7,912
r3r1k1/p2R1ppp/2N5/4P3/5n2/8/PP3P1P/R5K1 w - - 2 23,a1c1 f4e2 g1f1 e2c1,653
2kr3r/1pp2ppp/pbp1b3/8/4N2q/3PB2P/PPP2PP1/R2Q1R1K b - - 1 16,e6d5 e3g5 h4h3 g2h3,1712
8/4Q1kp/5pp1/8/5P2/6PK/2pq3P/8 b - - 1 39,g7h6 e7f8 h6h5 g3g4,1337
3k4/3P3p/p2Q1pp1/1p3p2/8/Pq3P2/1P3PKP/8 b - - 2 35,b3b2 d6c6 b2c1 c6c1,2044
1k1r4/ppp3Qp/2q5/8/8/3P1P2/PPP1r2P/2KR2R1 w - - 0 18,g1g2 c6c2,835
3r2k1/5ppp/8/1q6/3Rp3/4P2P/Q4PP1/6K1 b - - 0 27,d8d4 a2a8 d4d8 a8d8 b5e8 d8e8,791
r1n3rk/6b1/p5Qp/1pq1PpN1/8/6P1/PP3R1P/5RK1 b - - 1 26,h6g5 g6h5 g7h6 h5h6,1209
6R1/ppp3P1/3k4/2qp4/8/1P6/PK6/8 b - - 0 44,d6e6 g8e8 e6d7 g7g8q,829
2k1r3/1pp2pQp/p1p2P2/8/5q2/2Prb3/PP2RPPP/R5K1 w - - 0 20,e2e3 d3e3 f2e3 f4e3,1746
rn2r3/pbppk1pp/1p6/2b1N3/3p1B2/5N2/PPP2PPP/4RRK1 b - - 13 17,e7d8 e5f7 d8c8 e1e8,1107
8/r7/1R5p/3p1ppk/3P4/pNn1PK1P/P5P1/8 b - - 11 47,c3a2 g2g4 f5g4 h3g4 h5h4 b6h6,1073
8/6R1/8/4PK2/8/r7/5kp1/8 w - - 0 51,e5e6 a3f3 f5e5 f3g3 g7g3 f2g3 e6e7 g2g1q,2229
3k1r2/1p2qr2/p2pR3/2PP4/4p1QP/2b5/P1P2P2/2K3R1 b - - 3 33,e7d7 e6d6 d7d6 c5d6,1571
r1b2rk1/pp1pqpbp/6p1/3nP3/2p2P2/P5Q1/1PP1B1PP/RNB2RK1 w - - 0 13,e2c4 e7c5 g3f2 c5c4,988
2kr1b1r/1ppq2pp/p1n2p2/4Pn2/6b1/1BP2N2/PP2QPPP/RNB1R1K1 b - - 0 12,c6e5 f3e5 g4e2 e5d7,1175
r1bq1rk1/4bpp1/1p3n1p/pNp1p3/4P2B/P2B4/1PPQ1PPP/R3K2R w KQ - 0 14,e1g1 c5c4 a1d1 c4d3 h4f6 e7f6,2131
2r2rk1/1R4pp/p7/2Np4/8/4b3/P1R3PP/3Q1q1K w - - 2 30,d1f1 f8f1,651
4k3/6R1/3Bp3/1P2P1Pp/3b1P2/4p3/7r/3K4 w - - 0 35,g7e7 e8d8 e7c7 e3e2 d1e1 d4f2 e1e2 f2b6,1992
6rk/pp2p2p/1n1p1nq1/2pP1R2/3b4/2NQ4/PPPB2PP/5R1K w - - 3 21,c3e4 g6g2,1121
2r4r/kb1q4/pn1Bp2p/3nPp2/3P2p1/5N1P/RP2QPP1/R5K1 b - - 1 31,g4f3 a2a6 b7a6 e2a6,1224
8/8/8/p1b3k1/Pp6/1Pr2B1P/6P1/2R4K w - - 3 41,c1c3 b4c3 f3e4 g5f4,1297
8/5b1R/5p2/3p1P2/2p3P1/1pK1P3/rP2Bk2/8 w - - 15 38,h7h2 f2e3 e2c4 d5c4,1333
5rk1/pp3pp1/2p1p2p/4P1q1/4B3/4PQ2/PPPr2PP/5R1K b - - 5 23,f8d8 f3f7 g8h8 f7f8 d8f8 f1f8,1075
r4rk1/p3pp1p/b1p3pQ/3p4/8/2P4R/Pq3PPP/RN4K1 b - - 1 17,b2a1 h6h7,759
r4r1k/ppq2p1P/3bp1p1/3pn3/3Q1B2/2N5/PPP2P2/2KR3R b - - 2 21,f7f6 c3b5 e5d3 c1b1 d3f4 b5c7,2338
6k1/5p2/8/N1pq4/4p1b1/1P2P2p/P1Q2PP1/6K1 w - - 0 36,a5c4 h3g2 g1g2 g4d1 c2d1 d5d1,2734
r2qr2k/pppb1R2/3p2Qp/8/3Pp3/P1P1P1P1/7P/R5K1 b - - 3 23,d8g5 f7h7,1048
3r2k1/1bpr2pp/p3Qpq1/1p2p1N1/1P6/P1PPP2P/5RP1/5R1K b - - 1 25,g8f8 f2f6 g7f6 f1f6 f8g7 f6g6,1611
8/Q4pkp/1p2p1p1/8/2B1n3/2P2NP1/Pq3PKP/8 w - - 2 25,c4e6 b2f2 g2h3 f2f3 a7f7 f3f7,1552
1b1r2k1/1p4pn/pnp1N1p1/6P1/2PP4/1PQ5/PB3KBq/5R2 b - - 2 31,b8g3 c3g3 h2g3 f2g3,1021
8/8/3p1k2/R2P4/1pPK4/2r5/8/8 b - - 2 47,f6f5 a5a6 c3c1 a6d6 b4b3 d6b6,2407
r1b1k2r/pp2bpp1/1q2pN2/3P4/6n1/5NP1/PPQ3BP/R1B1R2K b kq - 0 16,e7f6 c2a4 e8f8 a4g4,1863
2q3k1/p4ppp/bp2p3/3nP3/2N5/1P4P1/P3QPBP/6K1 w - - 2 25,c4d6 c8c1 e2f1 a6f1,1102
4Q1k1/5p2/p2p2pp/1prq1P2/8/1P6/P5PP/5RK1 b - - 1 36,g8h7 f5g6 h7g6 e8g8 g6h5 h2h3 d5d4 g1h1,2409
r2qk2r/1pp2ppp/p1Pp2b1/4p1b1/B5P1/3P1N1P/PPP2P2/R2QK2R b KQkq - 0 12,b7b6 h3h4 g5f4 h4h5,1819
8/6k1/1n2pr2/1R4Kp/p6P/P7/1P2R3/8 w - - 0 43,b5b6 f6f5,789
8/1p4Q1/p1p5/P2r1k1P/1P6/4qpP1/2K5/3R4 w - - 4 62,g7f7 f5g4 d1d5 c6d5 f7d7 g4g3 d7g7 g3f2 h5h6 d5d4 h6h7 d4d3 c2b2 d3d2 h7h8q d2d1q h8h2 f2f1 h2h1 f1e2,2754
2r1r1k1/pb3p1p/1p1q2p1/3nb3/2B1R3/2P3BP/PPQ2PP1/3R2K1 w - - 0 20,g3e5 e8e5,1651
4r1k1/pbp1rq1p/1p1p1np1/3P4/1PPQpPP1/1B2N3/P5K1/R2R4 b - - 0 32,f6g4 e3g4 f7f4 g4f6,1501
8/p2NR1pk/7p/8/6r1/4pK2/2n4P/8 b - - 7 45,g4g6 d7f8 h7g8 f8g6,1002
r6k/1b4pp/p2p4/4p3/1R3r2/8/PPqNQ1PP/5R1K b - - 3 27,c2d2 b4f4 d2f4 f1f4,1390
2k4r/pppr4/6pp/8/5Kb1/1B4P1/PPP5/R4R2 b - - 0 30,h8f8 f4g4 f8f1 a1f1,1022
4k3/2p5/p1P1p3/4P1K1/P4r2/8/6R1/8 b - - 0 45,f4a4 g5f6 a4f4 f6e6,959
8/6k1/6Pp/p1p1pP1K/PpPp4/1P1P4/8/8 w - - 0 66,h5g4 e5e4 d3e4 d4d3 g4f3 h6h5 f3e3 h5h4,2401
q1rr2k1/1b2bpp1/p2ppn1p/8/2P1P3/P2B1N2/1B2QPPP/3RR1K1 b - - 0 22,f6e4 d3e4 b7e4 e2e4 a8e4 e1e4,906
qr1r2k1/5p2/4p1p1/p3P1Np/5nPQ/P7/1P1R1P1P/3R2K1 w - - 1 27,d2d8 b8d8 d1d8 a8d8,661
r1bqr1k1/p3bppp/7B/3pQ2n/8/1PN5/PP3PPP/R3R1K1 b - - 4 18,e7f6 e5e8 d8e8 e1e8,956
r1b1qrk1/pppp1p1p/1b3QpB/4p3/2n1P3/2P2N2/PP3PPP/RN2K2R b KQ - 1 12,e8e6 f6g7,699
2r3k1/1R1n4/3B1p2/1P1Pp3/4PpPp/5PbP/6r1/1K1R4 b - - 0 43,d7c5 d6c5 c8c5 d5d6 c5c4 b7a7 c4b4 b1a1 g3f2 d6d7 f2d4 d1d4 b4d4 a7a8,2630
r2qr1k1/pp3ppp/1np5/3pR2b/3P4/2N2N1P/PPP1QP2/4R1K1 b - - 4 21,b6c4 e5e8 d8e8 e2e8 a8e8 e1e8,993
r3kr2/pppq1pQp/3p4/3P4/8/2P1n1P1/PB1nN2P/R2R3K b q - 1 18,d7h3 e2f4 h3f5 d1d2,1076
3Q4/7p/P7/6pk/8/5pPK/5P1P/8 w - - 2 60,a6a7 g5g4,613
1r1Q3k/5Rpp/5b2/p1p1p3/7P/2P3P1/P3qP2/3R2K1 b - - 5 31,b8d8 d1d8 f6d8 f7f8,1060
rnq4r/ppN1kppp/4pB2/8/4b3/5Q2/PPP3PP/2KR2NR b - - 0 15,g7f6 f3a3,1552
3q1rk1/p1p2pp1/brpp1b1p/4p3/Q1P1P3/3P1N1P/P2N1PP1/1R2R1K1 b - - 3 14,d8b8 b1b6 a7b6 a4a6 b8a8 a6a8,1729
8/8/8/8/8/2R1bk1p/5Np1/6K1 w - - 6 62,c3c2 f3g3 c2c8 h3h2,2248
2r1k3/ppB4p/7q/8/3PP1b1/P4nP1/P1Q4P/2R2R1K w - - 3 24,c2a4 g4d7 a4c2 c8c7 c2b2 c7c1,1660
1r1bk2r/2q4p/3p1Pp1/4p1P1/p2pPn2/P2P3R/1P1Q4/1KNN3R w k - 2 28,h3h7 h8h7 h1h7 c7h7,1196
3r1knr/p4ppp/8/1p1NPb2/2Pn4/P7/1P3PPP/2RK1BNR w - - 0 16,g1f3 d4f3 g2f3 b5c4 f1c4 g8e7 d1e2 e7d5 c4d5 d8d5,2466
2kr1bR1/ppp2p1p/4pq2/8/5p2/2N2Q2/PPPBBK2/8 w - - 1 24,f3f4 f6f4 d2f4 f8c5 f2f3 d8g8,1918
r4rk1/p1npqppp/b1n1p3/1p2P3/4N3/3Q1N2/PPB2PPP/R2R2K1 b - - 3 17,b5b4 e4f6 g7f6 d3h7,1822
r5k1/pp3pp1/6qp/3P3n/8/1P1BRP1P/4RP1K/8 b - - 7 26,g6g5 e3e8 a8e8 e2e8,600
r5k1/p4rpp/Q2R4/8/4n3/P2p1N2/P1q2PPP/R5K1 w - - 2 28,a6d3 c2f2 g1h1 e4d6,1931
r2q1rk1/pp2pp2/3p3p/6p1/2P1P3/Pn1Q1PP1/1P3P2/RB2K2R b KQ - 2 20,b3a1 e4e5 f7f5 e5f6 f8f6 d3h7 g8f8 b1g6 f6g6 h7g6,2475
r1b2rk1/ppp2pp1/2np2qp/1BbNp3/4P3/3P1N1P/PPP2PP1/R2QK2R b KQ - 3 10,c6b4 d5e7 g8h7 e7g6,1087
4k3/7R/1pp3r1/8/P3r2p/1B3K2/1PP5/8 b - - 2 50,e4b4 b3f7 e8e7 f7g6,931
6k1/5p1p/2R1p1p1/4N3/3PPP2/r4K1P/3b2P1/8 w - - 1 39,f3g4 h7h5 g4g5 g8g7 e5g6 a3g3,2421
5r1k/pp4pp/5r2/3R4/3n3N/P6Q/1q3PPP/5RK1 b - - 4 29,f6f2 h4g6 h8g8 g6e7 g8f7 f1f2 b2f2 g1f2,2130
1r2r1k1/p1p2pp1/2Qpq2p/4P1n1/8/2N5/PPP2PPP/1R2R1K1 w - - 1 18,e5d6 e6e1 b1e1 e8e1,578
2kr1bnr/ppq2ppp/2p1p3/3pP1N1/8/1P1QB3/P1P2PPP/RN2K2R w KQ - 1 11,e3a7 c7e5 d3e3 e5a1 e1g1 a1f6,2269
8/8/8/p1ppk1pp/8/PPP1K1PP/8/8 w - - 1 33,e3f3 d5d4 f3e2 d4c3,2384
2kr3r/5p2/2pp1qb1/p3p1p1/2P3P1/2N1P1pR/PP1QBP2/R3K3 w Q - 0 26,h3h8 f6f2 e1d1 d8h8 d2d6 h8d8 d6d8 c8d8,2424
r1b1k2r/ppp1qppp/3p1n2/4n3/2Bb4/5N2/PP3PPP/RNBQR1K1 w kq - 0 10,d1d4 e5f3 g2f3 e7e1,814
rn3rk1/pb2q1b1/2p1pnQ1/1p4BP/3PN3/4P3/PP3PP1/R3K2R b KQ - 0 18,e7f7 e4f6 f7f6 g5f6,1069
r1b2rk1/3nppb1/p4npB/q2pN1Qp/1p1P3P/2N2P2/PPP1B1P1/R3K2R w KQ - 0 14,e5g6 f7g6 h6g7 g8g7,1934
r4k1r/1pp2pp1/1b1p1P2/pP6/P2P1nq1/1Q3N1p/3N1P2/R1B1RB1K w - - 0 21,d2e4 g4g2 f1g2 h3g2 h1g1 h8h1,1698
r3r1k1/p3p2p/6pB/1p1pq1N1/8/1P1pnQ1P/1b4P1/5R1K b - - 1 29,e3f1 f3f7 g8h8 f7h7,1574
6k1/1p3p2/2p2Q2/2Pp1K2/1P1P1p2/8/6qP/8 b - - 5 37,g2g6 f6g6 f7g6 f5f4,1721
r4r1k/ppp3pp/1q1pQ3/3P2b1/4RB2/8/PP3PPP/R5K1 w - - 3 23,f4g5 b6f2 g1h1 f2f1 a1f1 f8f1,926
r2q1r2/p5k1/3b1ppp/1p1p4/2pP4/P1P2Q1P/1P1N1PP1/R3R1K1 w - - 0 24,f3d5 d6h2 g1h2 d8d5,970
rn3r1k/ppn2pR1/4q2B/4p3/7Q/8/PP2bP1P/1K1R4 b - - 3 21,e2d1 g7g5 e6g6 g5g6,2277
2r5/1kb3p1/p2Q1pP1/1p3P2/2b5/P1B5/1P6/K7 w - - 1 35,d6d7 c8d8 d7d8 c7d8,948
r1b2rk1/pp3p2/6pp/4pn2/3nN1P1/3P3Q/Pq2PPBP/4RK1R b - - 1 19,f5g7 e4f6 g8h8 h3h6,1131
5rk1/3q1p1p/3p2p1/2pN1P2/6P1/2P1BN2/1b1K3P/3R4 b - - 0 22,g6f5 d5f6 g8g7 f6d7,893
3r2k1/pQ3pp1/6p1/3pR3/6P1/5KB1/PPP2P2/7q w - - 1 30,f3f4 g6g5 f4e3 d5d4,1715
2r3rk/3R2pp/6b1/4B2P/2q1p1Q1/8/6PK/8 b - - 0 40,g6h5 e5g7 g8g7 g4g7,1139
5rk1/pp3p2/3p2p1/2pP4/2P1Pn1p/4RP1q/PP2NQrP/4R2K w - - 2 29,e2f4 h3h2,951
r2qk2r/pppb2p1/2n1pbQp/8/8/P1N1BN1P/1PP2PP1/R3K2R b KQq - 3 14,e8e7 e3c5,1068
5k2/1R3p2/4pN1p/p4p2/r4K2/1p3PP1/7P/8 w - - 2 37,f4e5 a4b4 b7b4 a5b4,1371
r4r1k/p5pp/1np2n2/1p3B2/2pPR3/P2q2BQ/5PPP/R5K1 b - - 2 25,f6e4 h3h7,1168
6k1/6pp/3P1r2/Q3p3/8/P4qP1/7P/KR6 b - - 0 36,f6d6 b1b8 g8f7 a5c7 f7e6 b8e8 e6f5 g3g4 f5f4 c7d6 f3c3 a1b1,2312
2k5/1ppq1bb1/P2p3p/B1nP1p2/2PNr1p1/5N2/5PPP/1R1Q2K1 b - - 0 27,b7a6 d4c6 d7c6 d5c6,1649
r2q2rk/1pp4p/p2bQ2B/5p2/3P4/8/PP3PPP/R4RK1 w - - 0 24,e6f5 d8h4 g2g3 h4h6,2069
5rk1/2R1Rp2/1p2p1p1/8/3PB2p/Q3q2P/PP3rP1/6K1 b - - 1 32,e3e4 g1f2 e4d4 a3e3,1933
8/pp3pp1/4k3/1P2q1P1/P1R1P1Pp/5Q1P/2PrnB2/6K1 w - - 9 39,g1f1 e5a1 f1g2 e2g3 f3f5 g3f5,2425
3kq1Q1/1p6/p2p4/3N4/6b1/8/PP5P/6K1 w - - 5 31,g8g4 e8e1 g1g2 e1d2 g2g3 d2d5,1420
4r3/3p2kp/1R1P1pp1/p1r1p3/8/N3KP2/P5PP/5R2 w - - 0 36,f1b1 c5c3 e3f2 c3a3,800
6k1/2Q2pp1/1rp3qp/p2p4/P7/1PP5/2P1r1PP/3R2RK b - - 0 26,b6a6 c7c8 g8h7 c8a6,939
8/4k1p1/4p3/7Q/5PP1/1P3R1K/2Prq2P/8 w - - 9 37,h5g5 e7f8 g5c5 f8g8 f3f2 e2f2 c5f2 d2f2,2099
8/5r1k/1p4pb/8/8/pP1PQ1P1/q4PK1/7R b - - 2 39,g6g5 e3b6 a2f2 b6f2 f7f2 g2f2,2334
5rb1/R7/4r1k1/3pRp1p/5K1P/2PB4/P1P5/8 w - - 1 41,d3f5 f8f5 e5f5 e6e4 f4f3 g6f5,1277
2kr1b1r/pp1q1ppp/2pB1n2/3p4/6P1/2NB3P/PPPQ1P2/2KRR3 b - - 0 15,f8d6 d3f5 d7f5 g4f5,1023
5r1k/p4Bbp/3q2p1/8/2Q1p1P1/5n2/2PB1P1P/3QK2R w K - 2 31,e1f1 f3d2 f1g2 d2c4,1085
2r2r1k/1p3p2/p4P1p/2q5/P7/2P4Q/5RP1/4R1K1 b - - 7 37,c5g5 e1e5 g5g6 e5h5 h8h7 f2f5 c8c6 h5g5 g6f6 f5f6,2536
8/8/p2k1ppp/1p1p4/PP1K2P1/1P3P2/7P/8 b - - 0 36,f6f5 g4f5 g6f5 f3f4,2081
r1bqk1r1/ppp2p2/1bnp1n1p/4p1pQ/2B1P2N/2PPB2P/PP3PP1/RN3RK1 b q - 1 10,b6e3 h5f7,1121
r3k1nr/pp3pp1/1bn2q1p/4p3/6b1/2PPBNP1/PP3PBP/RN1Q1RK1 w kq - 2 11,d1b3 g4f3 g2f3 f6f3,1137
3r2bk/R6p/6p1/6b1/P7/7P/5PP1/2R3K1 w - - 1 40,c1c7 d8d1 g1h2 g5f4 g2g3 f4c7,953
r4rk1/2q2ppp/p3p3/2pnP3/6Q1/1P5P/PB3PP1/2R2RK1 b - - 0 19,d5b4 g4b4 c5b4 c1c7,1547
r1bqr1k1/pp2bpp1/2p2n1p/3p4/5Q1B/3B1N2/PPP2PPP/R3R1K1 b - - 3 14,f6h7 d3h7 g8h7 f4f7,2259
8/5pk1/8/8/1R2npp1/1B6/PP3PPK/4r3 w - - 4 41,g2g3 f4f3 b4e4 e1e4,2248
r2qk2r/pppb1ppp/1b3n2/4B3/2Q5/2N5/PPP3PP/2KR1B1R b kq - 0 12,e8g8 e5f6 d8f6 d1d7,1376
r1b1kb1r/ppp1qppp/2P5/8/6n1/2N2p2/PP3KPP/R1BQ1BNR w kq - 3 10,f2f3 e7f6 c1f4 g4e5,2332
r2q1rk1/1bppnpbp/p5p1/1p3PN1/3nP3/1B6/PP4PP/RNBQ1RK1 b - - 0 12,g6f5 d1h5 h7h6 g5f7 f8f7 b3f7,2494
4k1r1/3rp3/8/1Q3R1p/4pB1P/P1P3PK/1P6/4q3 w - - 3 29,f5d5 e1h1,1190
8/8/8/1p4p1/pP2K1k1/P5Pp/7P/8 w - - 0 44,e4d5 g4f3 d5c5 f3g2,928
5Rk1/3bb1p1/1q2p1Qp/1P2P3/2pNp3/2P1P2P/6P1/6K1 b - - 0 29,g8f8 d4f5 e7c5 g6g7,1787
1k1r4/p1p4p/B7/1P1p1P1n/3P4/4nR1P/6P1/6K1 b - - 1 30,e3f5 f3f5,834
